block,item_id_A,name_A,brand_A,size_A,item_id_B,name_B,brand_B,size_B,score,token_jaccard,block_cols
pictsweet farms|weight:10,2196873,"Pictsweet Farms Frozen Steam'ables Edamame with Sea Salt, Farm Favorites, 10 oz",Pictsweet Farms,,93576,"Pictsweet Farms Steam'ables Farm Favorites Edamame, with Sea Salt",Pictsweet Farms,10 ounce,95.0,0.7692,brand_norm+size_bucket
canyon bakehouse|weight:18,2068565,"Canyon Bakehouse 7-Grain Sandwich Bread, Gluten Free Bread, 100% Whole Grain, Frozen, 18 oz Loaf",Canyon Bakehouse,,93750,"Canyon Bakehouse 7-Grain Sandwich Bread, Gluten Free Bread, 100% Whole Grain, Frozen,",Canyon Bakehouse,18 ounce,95.0,0.7692,brand_norm+size_bucket
burt s bees|weight:4,2120384,"(3 pack) Burt's Bees Deep Cleansing Pore Scrub with Peach and Willow Bark, 4 Ounces",Burt's Bees,,112848,"Burt's Bees Pore Scrub, Deep Cleansing, Peach & Willow Bark",Burt's Bees,4 ounce,95.0,0.7692,brand_norm+size_bucket
sheamoisture|volume:13,2207968,"SheaMoisture Anti-Dandruff Shampoo Apple Cider Vinegar & Salicylic Acid, 13 fl oz",SheaMoisture,13 fl oz,111732,SheaMoisture Anti-Dandruff Shampoo Apple Cider Vinegar & Salicylic Acid,SheaMoisture,13 fl. oz.,95.0,0.7692,brand_norm+size_bucket
shout|volume:22,600142,"Shout Triple-Acting Laundry Stain Remover Spray, 22 fl oz",Shout,,109059,"Shout Active Enzyme Laundry Stain Remover Spray, Triple-Acting Formula 22 fl oz",Shout,22 fl. oz.,95.0,0.7692,brand_norm+size_bucket
revlon|weight:0.11,2114976,"Revlon Super Lustrous Glass Shine Tinted Lip Balm, 004 Nude Illuminator, 0.11 oz",Revlon,0.11 oz,1091553,"Revlon Super Lustrous Lip Balm, Glass Shine, 004 Nude Illuminator",Revlon,0.11 ounce,95.0,0.7692,brand_norm+size_bucket
met rx|weight:3.5,2069269,"MET-Rx Big 100 High Protein Meal Replacement Bar, Crispy Apple Pie, 9 Pack",MET-Rx,9- 3.52 oz (100g) bars,96718,MET-Rx Big 100 Crispy Apple Pie Meal Replacement Bar,MET-Rx,3.52 ounce,95.0,0.7692,brand_norm+size_bucket
impossible foods|weight:14,1926074,"Impossible Foods Savory Ground Sausage Meat from Plants, Raw, 14 oz Tube (Frozen)",Impossible Foods,14oz,94184,"Impossible Foods Impossible Savory Ground Sausage Meat From Plants, 14 oz",Impossible Foods,14 ounce,95.0,0.7692,brand_norm+size_bucket
russell stover|weight:9.4,2053314,"RUSSELL STOVER Christmas Assorted Milk & Dark Chocolate Gift Box, 9.4 oz. (16 pieces)",Russell Stover,Width: 11.5 in / Height: 5.375 in / Depth: 1.063 in / Weight: 9.4 oz,2015007,Russell Stover Christmas Assorted Milk & Dark Chocolate Gift Box,Russell Stover,9.4 ounce,95.0,0.7692,brand_norm+size_bucket
pepperidge farm|weight:14,2074666,"Pepperidge Farm Pirouette Cookies, French Vanilla Crème Filled Wafers, 13.5 oz Tin",Pepperidge Farm,,101930,Pepperidge Farm Pirouette Crème Filled Wafers French Vanilla Cookies,Pepperidge Farm,13.5 ounce,95.0,0.7692,brand_norm+size_bucket
plum organics|weight:4,2127042,(8 pack) Plum Organics® Stage 2 Organic Baby Food Pear + Pea with Spinach 4oz Pouch,Plum Organics,,107148,Plum Organics® Stage 2 Organic Baby Food Pear + Pea with Spinach,Plum Organics®,4 ounce,95.0,0.7692,brand_norm+size_bucket
burt s bees|weight:4,2270460,"(2 pack) Burt's Bees Deep Cleansing Pore Scrub with Peach and Willow Bark, 4 Ounces",Burt's Bees,,112848,"Burt's Bees Pore Scrub, Deep Cleansing, Peach & Willow Bark",Burt's Bees,4 ounce,95.0,0.7692,brand_norm+size_bucket
follow your heart|weight:5,2199584,"Follow Your Heart Gluten Free, Vegan, Grated Parmesan Style Dairy Free Cheese, 5 oz Jar",Follow Your Heart,,93212,Follow Your Heart Dairy Free Vegan Parmesan Style Grated Cheese,Follow Your Heart,5 ounce,95.0,0.7692,brand_norm+size_bucket
violife|weight:8,2068559,"Violife Just Like Cheddar Shreds Shredded Cheese, Dairy-Free Vegan 8 oz Bag (Refrigerated)",Violife,,93260,"Violife Just Like Cheddar Shreds Shredded Cheese, Dairy-Free Vegan",Violife,8 ounce,95.0,0.7692,brand_norm+size_bucket
sprite|volume:20,2055674,"Sprite® Chill Cherry Lime Natural Flavor Soda Soft Drink Bottle, 20 fl oz",Sprite,,958593,Sprite ® Chill Cherry Lime Natural Flavor Soda Soft Drink Bottle,Sprite,20 fl. oz.,95.0,0.7692,brand_norm+size_bucket
suave|weight:2.6,283416,"Suave Invisible Solid Antiperspirant Deodorant, Powder, Unisex, 2.6 oz",Suave,,957967,Suave Invisible Solid Powder Antiperspirant Deodorant,Suave,2.6 ounce,95.0,0.75,brand_norm+size_bucket
herbal essences|volume:7,2230931,"Nourishing Detangling Spray for All Hair Types, 7 fl oz",Herbal Essences,,110590,"Herbal Essences Classics Nourishing Detangling Spray for All Hair Types, 7 fl oz",Herbal Essences,7 fl. oz.,95.0,0.75,brand_norm+size_bucket
simply asia|weight:8.5,2067757,"Simply Asia Sesame Teriyaki Noodle Bowl, 8.5 oz Cup",Simply Asia,,102571,Simply Asia Sesame Teriyaki Noodle Bowl,Simply Asia,8.5 ounce,95.0,0.75,brand_norm+size_bucket
tuttorosso|weight:28,2199583,"Tuttorosso No Salt Added, Italian Style Peeled Plum Tomatoes, 28 oz Can",Tuttorosso,28 oz,101811,"Tuttorosso Tomatoes, No Salt Added, Italian Style, Peeled Plum",Tuttorosso,28 ounce,95.0,0.75,brand_norm+size_bucket
annie s|weight:4.9,2111185,"(12 pack) Annie's Gluten Free Chewy Granola Bars, Double Chocolate Chip, 5 Bars, 4.9 oz",Annie's,4.9 oz,104179,Annie's Gluten Free Chewy Double Chocolate Chip Granola Bars,Annie's,4.9 ounce,95.0,0.75,brand_norm+size_bucket
paldo|weight:3,2257767,"Paldo Kimchi Flavor Noodle Soup, 3.03 oz Bowl",Paldo,,95784,"Paldo Soup, Kimchi Flavor, Bowl Noodle",Paldo,3.03 ounce,95.0,0.75,brand_norm+size_bucket
numi|count:18,2258148,"Numi Organic Caffeine Free Moroccan Mint Herbal Tea, 18 Count Microplastic Free Tea Bags",Numi,,102744,"Numi Herbal Tea, Organic, Caffeine Free, Moroccan Mint, Tea Bags",Numi,18 ct.,95.0,0.75,brand_norm+size_bucket
jell o|weight:1.4,2196327,"(8 pack) Jell-O Chocolate Fudge Zero Sugar Instant Reduced Calorie Pudding & Pie Filling Mix, 1.4 oz Box",Jell-O,,104627,Jell-O Zero Sugar Instant Reduced Calorie Chocolate Fudge Pudding & Pie Filling,Jell-O,1.4 ounce,95.0,0.75,brand_norm+size_bucket
camille rose|weight:8,2208136,"Camille Rose Mint Condition Relieve & Refresh Braid & Scalp Spray with Sea Moss & Aloe Vera, 8oz",Camille Rose,8 oz,949740,"Camille Rose Braid & Scalp Spray, Mint Condition, Sea Moss & Aloe Vera",Camille Rose,8 ounce,95.0,0.75,brand_norm+size_bucket
aussie|weight:10,2208582,"Aussie Instant Volume Hair Spray for Wavy and Straight Hair, 10 oz Unisex",Aussie,,110596,Aussie Instant Volume Hair Spray for Wavy Hair and Straight Hair,Aussie,10 ounce,95.0,0.75,brand_norm+size_bucket
mrs smith s|weight:37,2258488,"Mrs. Smith's Frozen Original Flaky Crust Dutch Apple Pie, 37.01 oz",Mrs. Smith's,,2025365,Mrs. Smith's Frozen Original Flaky Crust Dutch Apple Pie,Mrs. Smith's,37 ounce,95.0,0.75,brand_norm+size_bucket
vicks|weight:1.8,2057926,"Vicks VapoRub Lemon Scent, Topical Chest Rub & Analgesic over-the-counter Ointment Medicine, 1.76 oz",Vicks,,115602,"Vicks VapoRub Topical Chest Rub & Analgesic Ointment, Over-the-Counter Medicine",Vicks,1.76 ounce,95.0,0.75,brand_norm+size_bucket
otafuku|weight:6.3,2384092,"Otafuku Okonomiyaki Kit, 6.3 oz",Otafuku,6.3 oz,105128,Otafuku Okonomiyaki Kit,Otafuku,6.3 ounce,95.0,0.75,brand_norm+size_bucket
duncan hines|weight:15,2382554,"Duncan Hines Signature Perfectly Moist French Vanilla Cake Mix, 15.25 oz.",Duncan Hines,,98001,Duncan Hines Signature Perfectly Moist French Vanilla Cake Mix,Duncan Hines,15.25 ounce,95.0,0.75,brand_norm+size_bucket
banquet|weight:7,2127656,"(4 pack) Banquet Turkey Pot Pie, Frozen Meal, 7 oz.",Banquet,7 oz,95084,"Banquet Turkey Pot Pie, Frozen Meal",Banquet,7 ounce,95.0,0.75,brand_norm+size_bucket
russell stover|weight:9.5,2196694,"Russell Stover Valentine's Day Red Velvet Truffle in Milk & Dark Chocolate Candy Heart Gift Box, 9.46 oz. (17 Pieces)",Russell Stover,Width: 10.25 in / Height: 10.4 in / Depth: 1.2 in / Weight: 9.46 oz,2136673,Russell Stover Valentine's Day Red Velvet Truffle in Milk & Dark Chocolate Heart Gift Box,Russell Stover,9.46 ounce,95.0,0.75,brand_norm+size_bucket
celestial seasonings|count:20,2127638,(4 pack) Celestial Seasonings Lemon Zinger Caffeine-Free Herbal Tea Bags (20 Count),Celestial Seasonings,20 ct,104800,Celestial Seasonings Caffeine Free Tea Bags Lemon Zinger Herbal Tea,Celestial Seasonings,20 ct.,95.0,0.75,brand_norm+size_bucket
clif bar|count:5,1941306,"CLIF BAR Energy Protein Bars, Peanut Butter Banana with Dark Chocolate, 5ct",Clif Bar,,952932,Clif Bar Peanut Butter Banana Dark Chocolate Energy Bars,Clif Bar,5 ct.,95.0,0.75,brand_norm+size_bucket
pillsbury|weight:9.1,2201937,"Pillsbury Ready to Bake! Hearts Shape Sugar Cookie Dough, 20 Cookies, 9.1 oz",Pillsbury,9.100 oz,1089315,"Pillsbury Ready to Bake! Cookie Dough, Shape Sugar, Hearts",Pillsbury,9.1 ounce,95.0,0.75,brand_norm+size_bucket
eos|volume:16,2201014,"eos Shea Better 24H Moisture, Vanilla Cashmere Body Lotion, Oil, & Body Wash",eos,16 fl oz,110144,"EOS Shea Better Body Lotion, Vanilla Cashmere, 24H Moisture",EOS,16 fl. oz.,95.0,0.75,brand_norm+size_bucket
plum organics|weight:3.5,2126952,"(4 pack) Plum Organics® Stage 2 Organic Baby Food Strawberry, Banana + Granola 3.5oz Pouch",Plum Organics,,108298,"Plum Organics® Stage 2 Organic Baby Food Strawberry, Banana + Granola",Plum Organics®,3.5 ounce,95.0,0.75,brand_norm+size_bucket
wel pac|weight:10,2065127,"Wel-Pac Lo Mein Egg Noodles, 10 Oz",Wel-Pac,,105697,"Wel-Pac Egg Noodles, Lo Mein",Wel-Pac,10 ounce,95.0,0.75,brand_norm+size_bucket
pillsbury|weight:9.1,2114770,"Pillsbury Ready to Bake! Pumpkin Shape Sugar Cookie Dough, 20 Cookies, 9.1 oz",Pillsbury,,1089310,Pillsbury Ready to Bake! Pumpkin Shape Sugar Cookie Dough,Pillsbury,9.1 ounce,95.0,0.75,brand_norm+size_bucket
unreal|weight:4.2,2253000,(3 pack) Unreal Dark Chocolate Peanut Butter Cups 4.2 oz,UNREAL,4.2 oz,953476,Unreal Dark Chocolate Peanut Butter Cups,Unreal,4.2 ounce,95.0,0.75,brand_norm+size_bucket
chex mix|weight:8,2119443,"Chex Mix Savory Bold Party Blend Snack Mix, 8 oz",Chex Mix,8 oz,953797,Chex Mix Bold Party Blend Snack Mix,Chex Mix,8 ounce,95.0,0.75,brand_norm+size_bucket
maybelline|volume:1,2209026,"Maybelline Dream Pure 8 in 1 Skin Perfector BB Cream, Light Medium, 1 fl oz",Maybelline,1 fl oz,113262,Maybelline Dream Pure BB® Cream 8-in-1 Skin Perfector Medium,Maybelline,1 fl. oz.,95.0,0.75,brand_norm+size_bucket
pepperidge farm|weight:16,2103034,"Pepperidge Farm Light Style Oatmeal Bread, 1 Lb Bag",Pepperidge Farm,,1083195,"Pepperidge Farm Light Style Bread, Oatmeal",Pepperidge Farm,16 ounce,95.0,0.75,brand_norm+size_bucket
primal kitchen|weight:10,2131085,"Primal Kitchen Avocado Lime Dipping Sauce, 10 oz",Primal Kitchen,,953259,Primal Kitchen Avocado Lime Dipping Sauce,Primal Kitchen,10 ounce,95.0,0.75,brand_norm+size_bucket
belvita|weight:5,2052663,"belVita Bite Size Snacks, Blueberry Crunchy Bites, 5 oz",belVita,,2137853,belVita Blueberry Bite Size Crunchy Bites,belVita,5 ounce,95.0,0.75,brand_norm+size_bucket
ghirardelli|weight:8.6,2053288,"GHIRARDELLI Holiday Classic Chocolate Assortment SQUARES, 8.6 oz Bag",Ghirardelli,8.6 oz,2015010,"Ghirardelli Chocolate Squares, Classic Chocolate Assortment, Holiday",Ghirardelli,8.6 ounce,95.0,0.75,brand_norm+size_bucket
crest|weight:4.3,2113845,"Crest Pro-Health Clean Mint Toothpaste, 4.3oz, 4 Pack",Crest,4.3 oz,112193,Crest Pro Health Clean Mint Toothpaste,Crest,4.3 ounce,95.0,0.75,brand_norm+size_bucket
pillsbury|weight:9.1,2069174,"Pillsbury Ready to Bake Elf Shape Sugar Cookie Dough, 20 Cookies, 9.1 oz",Pillsbury,9.100 oz,1089318,Pillsbury Ready to Bake! Elf Shape Sugar Cookie Dough,Pillsbury,9.1 ounce,95.0,0.75,brand_norm+size_bucket
archway|weight:12,2074670,"Archway Cookies, Classic Soft Iced Molasses Cookies, 12 oz",Archway,,96006,Archway Archway Iced Molasses Classic Soft Cookies,Archway,12 ounce,95.0,0.75,brand_norm+size_bucket
tide|count:112,362124,"Tide Pods Laundry Detergent Original Scent, 112 Count",Tide,,111213,Tide PODS Laundry Detergent Original Scent,Tide,112 ct.,95.0,0.75,brand_norm+size_bucket
a dozen cousins|weight:8,2071232,"A Dozen Cousins Yellow Spanish Rice Cooked in Bone Broth, (6 pack) 8 oz Pouch",A Dozen Cousins,6 - 8oz packets,100095,A Dozen Cousins Spanish Yellow Rice Cooked in Bone Broth,A Dozen Cousins,8 ounce,95.0,0.75,brand_norm+size_bucket
boboli|weight:14,2066547,"Boboli Original Crust, 14 oz, Plain Pizza Crust, Bag",Boboli,14 oz Bag,955203,"Boboli Original Plain Crust, 14 oz",Boboli,14 ounce,95.0,0.75,brand_norm+size_bucket
renuzit|weight:7,2117002,"Renuzit Gel Air Freshener, Lovely Lavender, 7 oz, 6 Pack",Renuzit,7 oz,950706,"Renuzit Gel Air Freshener, Lovely Lavender",Renuzit,7 ounce,95.0,0.75,brand_norm+size_bucket
pepperidge farm|weight:5.9,2120783,"(4 pack) Pepperidge Farm Farmhouse Thin & Crispy Butter Pecan Cookies, 5.9 oz Bag",Pepperidge Farm,,952676,Pepperidge Farm Farmhouse Thin & Crispy Butter Pecan Cookies,Pepperidge Farm,5.9 ounce,95.0,0.75,brand_norm+size_bucket
goya|weight:5.8,379423,Goya Palmeritas Cookies 5.82Oz,GOYA,,102695,"Goya Cookies, Palmeritas",Goya,5.82 ounce,95.0,0.75,brand_norm+size_bucket
renuzit|weight:7,2116248,"Renuzit Gel Air Freshener, Lovely Lavender, 7 oz, 2 Pack",Renuzit,7 oz,950706,"Renuzit Gel Air Freshener, Lovely Lavender",Renuzit,7 ounce,95.0,0.75,brand_norm+size_bucket
nature valley|weight:7.1,2121382,"(3 pack) Nature Valley Chewy Protein Granola Bars, Peanut Almond Dark Chocolate, 5 Bars, 7.1 OZ",Nature Valley,7.1 oz,952525,"Nature Valley Chewy Bars, Protein, Peanut, Almond, Dark Chocolate",Nature Valley,7.1 ounce,95.0,0.75,brand_norm+size_bucket
ghirardelli|weight:4.1,1932627,"GHIRARDELLI Milk Chocolate Caramel Jack O' Lanterns, 4.1 oz Bag",Ghirardelli,,1847177,"Ghirardelli Milk Chocolate, Jack O'Lanterns, Caramel",Ghirardelli,4.1 ounce,95.0,0.75,brand_norm+size_bucket
blue lizard|volume:5,2118859,"(2 pack) Blue Lizard Kids SPF 50 Mineral Sunscreen Spray, Broad Spectrum, 5 oz",Blue Lizard,5 fl oz,949246,"Blue Lizard Mineral Sunscreen, Broad Spectrum SPF 50, Kids",Blue Lizard,5 fl. oz.,95.0,0.75,brand_norm+size_bucket
russell stover|weight:1.3,2053373,"RUSSELL STOVER Milk Chocolate Marshmallow Christmas Ornament, 1.3 oz.",Russell Stover,Width: 2.75 in / Height: 3.25 in / Depth: 0.75 in / Weight: 1.3 oz,2012722,Russell Stover Milk Chocolate Chocolate Marshmallow Ornament,Russell Stover,1.3 ounce,95.0,0.75,brand_norm+size_bucket
simple mills|weight:10,2119207,"Simple Mills Almond Flour Pancake & Waffle Mix, Cocoa, 10 oz (283.5 g)",Simple Mills,10 Ounce (Pack of 1),953920,"Simple Mills Almond Flour Pancake & Waffle Mix, Cocoa, Almond Flour",Simple Mills,10 ounce,95.0,0.75,brand_norm+size_bucket
kraft|weight:6,1924162,Kraft Parmesan Finely Shredded Natural Cheese 6oz Bag,Kraft,,1087550,"Kraft Cheese, Parmesan, Natural, Finely Shredded",Kraft,6 ounce,95.0,0.75,brand_norm+size_bucket
garnier|weight:4.2,1933061,"Garnier SkinActive Erase It All Makeup Cleansing Balm Vitamin C, Face Cleanser, 4.2 oz",Garnier,,949628,Garnier SkinActive Erase It All Makeup Cleansing Balm Vitamin C,Garnier,4.2 ounce,95.0,0.75,brand_norm+size_bucket
plum organics|weight:3.5,2127035,"(4 pack) Plum Organics® Stage 2 Organic Baby Food Apple, Spinach + Avocado 3.5oz Pouch",Plum Organics,,112891,"Plum Organics® Stage 2 Organic Baby Food Apple, Spinach + Avocado",Plum Organics®,3.5 ounce,95.0,0.75,brand_norm+size_bucket
plum organics|weight:4,2267753,"(8 pack) Plum Organics® Stage 2 Organic Baby Food Peach, Banana + Apricot 4oz Pouch",Plum Organics,,107180,"Plum Organics® Stage 2 Organic Baby Food Peach, Banana + Apricot",Plum Organics®,4 ounce,95.0,0.75,brand_norm+size_bucket
manischewitz|weight:13,2267634,"Manischewitz Extra Moist Coffee Cake Mix, 13 oz",Manischewitz,13 oz,952743,"Manischewitz Coffee Cake Mix, Extra Moist",Manischewitz,13 ounce,95.0,0.75,brand_norm+size_bucket
duncan hines|weight:15,2393011,"Duncan Hines Signature Perfectly Moist Orange Supreme Cake Mix, 15.25 oz.",Duncan Hines,,97999,Duncan Hines Signature Perfectly Moist Orange Supreme Cake Mix,Duncan Hines,15.25 ounce,95.0,0.75,brand_norm+size_bucket
walkerswood|weight:10,2051008,"Walkerswood Traditional Jamaican Mild Jerk Seasoning, 10 Oz",Walkerswood,,104880,"Walkerswood Jerk Seasoning, Traditional, Jamaican, Mild",Walkerswood,10 ounce,95.0,0.75,brand_norm+size_bucket
pillsbury|weight:9.1,2260470,"Pillsbury Ready To Bake Chick Shape Sugar Cookie Dough, 20 Cookies, 9.1 oz.",Pillsbury,,92247,Pillsbury Ready to Bake! Chick Shape Sugar Cookie Dough,Pillsbury,9.1 ounce,95.0,0.75,brand_norm+size_bucket
m and m s|weight:10,2052376,M&M's Milk Chocolate Christmas Candy - 10 oz Bag,M&M'S,10 oz,1087350,M&M'S Milk Chocolate Christmas Candy Bag,M&M'S,10 ounce,95.0,0.75,brand_norm+size_bucket
4c|weight:6,2199389,"(6 pack) 4C Gluten Free Plain Panko Crumbs, 6 oz",4C,6 oz,96044,"4C Crumbs, Gluten Free, Panko Plain",4C,6 ounce,95.0,0.75,brand_norm+size_bucket
field roast|weight:13,2117290,"Field Roast Refrigerated Smoked Apple & Sage Plant-Based Sausages, 13 oz",Field Roast,,93664,"Field Roast Sausages, Plant-Based, Smoked Apple & Sage",Field Roast,12.95 ounce,95.0,0.75,brand_norm+size_bucket
dove|weight:4,2203239,"Dove Whole Body Deodorant Cooling Spray Sage & Lavender Aluminum Free, 4oz",Dove,,1092052,Dove Whole Body Deodorant Cooling Spray Sage & Lavender,Dove,4 ounce,95.0,0.75,brand_norm+size_bucket
maybelline|volume:0.26,2237004,"(2 pack) Maybelline Lash Sensational Sky High Tinted Primer Mascara Makeup, Soft Black, 0.26 fl oz",Maybelline,0.26 fl oz,111895,Maybelline Lash Sensational Sky High Tinted Primer Mascara Makeup Soft Black,Maybelline,0.26 fl. oz.,95.0,0.7333,brand_norm+size_bucket
glade|weight:6.2,2258985,"(4 pack) Glade® Automatic Spray Air Freshener Refill, Christmas Stocking Stuffer Balsam & Spruce, 6.2oz., 1 Count",Glade,,1088541,"Glade ® Automatic Spray Air Freshener Refill, Balsam & Spruce, 6.2oz., 1 Count",Glade,6.2 ounce,95.0,0.7333,brand_norm+size_bucket
arm and hammer|weight:224,2127125,"(2 pack) ARM & HAMMER Clump & Seal Multi-Cat Complete Odor Sealing Clumping Cat Litter, 14 lb",ARM & HAMMER,,105716,Arm & Hammer Clump & Seal Multi-Cat Complete Odor Sealing Litter,Arm & Hammer,14 lb.,95.0,0.7333,brand_norm+size_bucket
snyder s of hanover|weight:7,2118711,"Snyder's of Hanover Certified Gluten Free Honey Mustard & Onion Pretzel Sticks, 4-Pack 7 oz. Bags",Snyder's of Hanover,7 oz,97655,Snyder's of Hanover Gluten Free Honey Mustard and Onion Pretzel Sticks,Snyder's of Hanover,7 ounce,95.0,0.7333,brand_norm+size_bucket
revlon|weight:0.11,2106396,"Revlon Super Lustrous Glass Shine Hydrating Tinted Lip Balm, 005 Glossed Up Rose, 0.11 oz",Revlon,0.11 oz,1091560,"Revlon Super Lustrous Lip Balm, Glass Shine, 005 Glossed Up Rose",Revlon,0.11 ounce,95.0,0.7333,brand_norm+size_bucket
every man jack|volume:14,2062483,"Every Man Jack Sandalwood Daily 2-in-1 Shampoo and Conditioner for Men, Naturally Derived, 13.5 oz",Every Man Jack,13.5 fl oz,950198,Every Man Jack Sandalwood Daily 2-in-1 Shampoo and Conditioner for Men,Every Man Jack,13.5 fl. oz.,95.0,0.7333,brand_norm+size_bucket
ken s steak house|volume:16,2392477,Ken's Steak House Northern Italian with Basil & Romano Salad Dressing & Marinade 16 fl oz,Ken's Steak House,16 FL OZ,96617,Ken's Steak House Northern Italian with Basil & Romano Dressing & Marinade,Ken's Steak House,16 fl. oz.,95.0,0.7333,brand_norm+size_bucket
met rx|weight:3.5,2120928,"MET-Rx Big 100 Chocolate Chip Cookie Dough Meal Replacement Protein Bar, 3.52 oz., 9 Count",MET-Rx,9- 3.52 oz (100g) bars,103423,MET-Rx Big 100 Chocolate Chip Cookie Dough Meal Replacement Bar,MET-Rx,3.52 ounce,95.0,0.7333,brand_norm+size_bucket
ogx|volume:13,2236845,"OGX Extra Strength Refreshing Scalp + Rosemary Mint Shampoo, 13 fl. oz",OGX,,948392,"Ogx Shampoo, Rosemary Mint, Refreshing Scalp +, Extra Strength",Ogx,13 fl. oz.,95.0,0.7273,brand_norm+size_bucket
plum organics|weight:4,2267093,(4 pack) Plum Organics® Stage 2 Organic Baby Food Banana + Pumpkin 4oz Pouch,Plum Organics,,107196,Plum Organics Stage 2 Organic Baby Food Banana + Pumpkin,Plum Organics,4 ounce,95.0,0.7273,brand_norm+size_bucket
illy|weight:8.8,2092880,"illy Ground Drip Coffee, Intenso Bold Roast, 100% Arabica, 8.8 oz, 6 Pack",illy,6- 8.8 oz,96204,"Illy Coffee, 100% Arabica, Ground, Bold Roast, Intenso",Illy,8.8 ounce,95.0,0.7273,brand_norm+size_bucket
sour patch kids|weight:3.5,2121250,"(2 pack) SOUR PATCH KIDS Extreme Sour Soft & Chewy Candy, 3.5 oz Box",Sour Patch Kids,3.5 oz,1084702,"Sour Patch Kids Candy, Soft & Chewy, Extreme Sour",Sour Patch Kids,3.5 ounce,95.0,0.7273,brand_norm+size_bucket
celestial seasonings|count:20,2202781,Celestial Seasonings Sleepytime Honey Caffeine-Free Herbal Tea Bags (20 Count),Celestial Seasonings,,95697,Celestial Seasonings Sleepytime Caffeine Free Tea Bags Herbal Tea,Celestial Seasonings,20 ct.,95.0,0.7273,brand_norm+size_bucket
herbal essences|volume:29,2208597,Herbal Essences Classics Coconut Water and Jasmine Conditioner 29.2 fl oz,Herbal Essences,,108690,Herbal Essences Classics Coconut Water & Jasmine Conditioner,Herbal Essences,29.2 fl. oz.,95.0,0.7273,brand_norm+size_bucket
vlasic|volume:16,2071697,"Vlasic Ovals Hamburger Dill Pickle Chips, Keto Friendly, 16 fl. oz.",Vlasic,,953202,Vlasic Ovals Keto Friendly Ovals Hamburger Dill Pickle Chips,Vlasic,16 fl. oz.,95.0,0.7273,brand_norm+size_bucket
illy|weight:8.8,2107091,"illy Ground Espresso Coffee, Intenso Bold Roast, 100% Arabica, 8.8 oz, 6 Pack",illy,,96204,"Illy Coffee, 100% Arabica, Ground, Bold Roast, Intenso",Illy,8.8 ounce,95.0,0.7273,brand_norm+size_bucket
tate s bake shop|weight:7,364916,Tate's Bake Shop Gluten Free Cookies Ginger Zinger - 7 oz Pack of 4,Tate's Bake Shop,,97409,Tate's Bake Shop Gluten Free Ginger Zinger Cookies,Tate's Bake Shop,7 ounce,95.0,0.7273,brand_norm+size_bucket
hershey s|weight:20,1927196,"Hershey's Milk Chocolate Snack Size Halloween Candy, Jumbo Bag 19.8 oz",Hershey's,,1726441,Hershey's Milk Chocolate Snack Size Jumbo Bag Candy,Hershey's,19.8 ounce,95.0,0.7273,brand_norm+size_bucket
super poligrip|weight:2.2,362245,SUPER POLIGRIP Denture Adhesive Cream Extra Care 2.20 oz (Pack of 6),Super Poligrip,,115087,SUPER POLIGRIP Extra Care Denture Adhesive Cream - 2.2 oz,SUPER POLIGRIP,2.2 ounce,95.0,0.7273,brand_norm+size_bucket
pine bros|count:30,373654,Pine Bros. Gummy Sore Throat Softish Drops 30 Count (Wild Cherry),Pine Bros,,111631,"Pine Bros Softish Throat, Wild Cherry, Gummy Drops",Pine Bros,30 ct.,95.0,0.7273,brand_norm+size_bucket
crest|weight:5.1,2106397,"(12 pack) Crest Pro-Health Advanced Deep Clean Mint Toothpaste, 5.1 oz",Crest,5.1 oz,949990,Crest PRO-HEALTH ADVANCED Deep Clean Mint Toothpaste,Crest,5.1 ounce,95.0,0.7273,brand_norm+size_bucket
campbell s|weight:10,371824,"Campbell,S Condensed Gluten Free Cream Of Chicken Soup, 10.5 Oz Can",Campbell's,,99852,Campbell's Gluten Free Condensed Cream of Chicken Soup,Campbell's,10.5 ounce,95.0,0.7273,brand_norm+size_bucket
plum organics|weight:4,2126963,(3 pack) Plum Organics® Stage 2 Organic Baby Food Apple + Broccoli 4oz Pouch,Plum Organics,,107046,Plum Organics® Stage 2 Organic Baby Food Apple + Broccoli,Plum Organics®,4 ounce,95.0,0.7273,brand_norm+size_bucket
plum organics|weight:3.5,2126931,(3 pack) Plum Organics® Stage 1 Organic Baby Food Just® Prunes 3.5oz Pouch,Plum Organics,,110708,Plum Organics® Just® Stage 1 Organic Baby Food Prunes,Plum Organics®,3.5 ounce,95.0,0.7273,brand_norm+size_bucket
mccormick|weight:1.5,2113160,"Mccormick Slow Cooker Hearty Beef Stew Seasoning Mix, 1.5 Oz - Pack of 2",McCormick,,101749,McCormick Slow Cooker Hearty Beef Stew Seasoning Mix,McCormick,1.5 ounce,95.0,0.7273,brand_norm+size_bucket
method|volume:25,2103963,"Method Squirt + Mop Hard Floor Cleaner, Lemon Ginger, 25  fl oz",method,,113244,"Method Hard Floor Cleaner, Lemon Ginger, Squirt + Mop",Method,25 fl. oz.,95.0,0.7273,brand_norm+size_bucket
dove|weight:1.7,364390,"Dove, Men+Care, Clinical Protection, Antiperspirant Deodorant, Clean Comfort, 1.7 oz (48 g)",Dove,,113018,"Dove Men+Care Antiperspirant, Clean Comfort, Clinical Protection",Dove,1.7 ounce,95.0,0.7273,brand_norm+size_bucket
